loading, validation, memory_usage
50.364, 2201.4, 2.63964843750000000000
48.656, 1877.882, 2.63476562500000000000
49.265, 2017.882, 2.51367187500000000000
49.763, 1938.879, 2.46972656250000000000
49.192, 1857.837, 2.66113281250000000000
50.464, 1913.543, 2.63183593750000000000
