loading, validation, memory_usage
518.737, 794.0, 36.96289062500000000000
521.772, 793.818, 41.51367187500000000000
522.935, 790.122, 38.21289062500000000000
521.016, 789.5, 40.41015625000000000000
526.303, 764.261, 41.13281250000000000000
523.474, 789.973, 39.58007812500000000000
