loading, validation, memory_usage
1235.997, 2082.738, 95.96679687500000000000
1129.885, 2080.952, 95.90820312500000000000
1286.683, 2077.763, 95.88867187500000000000
1115.471, 2209.526, 96.15234375000000000000
1276.562, 2048.005, 97.18750000000000000000
1269.313, 2201.853, 95.89843750000000000000
