loading, validation, memory_usage
22.883, 1.625, 6.58300781250000000000
22.074, 1.789, 6.60058593750000000000
25.955, 1.592, 6.58203125000000000000
21.982, 1.516, 6.57226562500000000000
21.812, 1.694, 6.58886718750000000000
21.706, 1.611, 6.61718750000000000000
