loading, validation, memory_usage
1121.67, 2263.985, 97.16796875000000000000
1258.305, 2121.862, 97.58789062500000000000
1225.772, 2156.469, 97.55859375000000000000
1252.515, 2145.632, 97.33398437500000000000
1297.787, 2255.027, 97.38281250000000000000
1106.715, 2263.237, 97.36328125000000000000
