loading, validation, memory_usage
24.936, 6.239, 6.66601562500000000000
24.662, 6.487, 6.68847656250000000000
21.486, 6.107, 6.65820312500000000000
21.314, 6.271, 6.66210937500000000000
24.481, 5.872, 6.68554687500000000000
23.489, 5.998, 6.69726562500000000000
