loading, validation, memory_usage
22.101, 1.444, 6.60937500000000000000
22.299, 1.371, 6.60644531250000000000
25.871, 1.522, 6.59179687500000000000
21.937, 1.517, 6.61132812500000000000
25.984, 1.6, 6.60546875000000000000
26.189, 1.319, 6.58984375000000000000
