loading, validation, memory_usage
222.589, 67.441, 49.47265625000000000000
222.751, 49.376, 38.71093750000000000000
253.686, 59.639, 53.36914062500000000000
229.433, 51.047, 45.23437500000000000000
218.511, 58.884, 51.72851562500000000000
260.632, 52.831, 59.42382812500000000000
