loading, validation, memory_usage
222.012, 20.409, 20.87890625000000000000
224.547, 20.519, 17.20703125000000000000
265.692, 21.505, 17.50000000000000000000
263.122, 21.333, 21.77734375000000000000
224.168, 20.731, 15.92773437500000000000
259.305, 19.841, 19.35546875000000000000
