loading, validation, memory_usage
352.955, 483.178, 24.07226562500000000000
359.733, 493.267, 24.00390625000000000000
354.559, 482.552, 23.97460937500000000000
308.044, 493.994, 24.26757812500000000000
358.05, 501.338, 23.98437500000000000000
304.274, 482.087, 23.92578125000000000000
