loading, validation, memory_usage
8.226, 1.421, 1.44628906250000000000
8.205, 1.449, 1.54296875000000000000
8.236, 1.575, 1.51757812500000000000
8.872, 2.214, 1.61035156250000000000
8.246, 1.968, 1.30468750000000000000
7.598, 2.385, 1.92382812500000000000
