loading, validation, memory_usage
314.49, 37.21, 23.11523437500000000000
364.624, 37.841, 23.85742187500000000000
301.205, 32.858, 21.84570312500000000000
305.799, 32.42, 21.87500000000000000000
313.473, 36.328, 23.54492187500000000000
312.041, 36.005, 23.66210937500000000000
