loading, validation, memory_usage
7.514, 1.913, 1.83691406250000000000
8.29, 1.82, 1.57324218750000000000
9.206, 2.366, 1.63378906250000000000
7.596, 1.952, 1.64843750000000000000
8.767, 2.223, 1.67578125000000000000
8.625, 2.159, 1.84863281250000000000
