loading, validation, memory_usage
9.484, 15.254, 2.63964843750000000000
8.151, 14.481, 2.42773437500000000000
9.464, 18.045, 2.81250000000000000000
7.45, 15.516, 2.79785156250000000000
9.353, 15.98, 2.71386718750000000000
7.345, 14.151, 2.43164062500000000000
