loading, validation, memory_usage
75.84, 16.069, 6.07714843750000000000
61.055, 17.325, 6.21582031250000000000
73.304, 15.751, 5.35937500000000000000
62.053, 15.491, 5.43554687500000000000
61.177, 15.29, 5.33105468750000000000
72.497, 14.917, 5.24804687500000000000
