loading, validation, memory_usage
61.483, 74.974, 5.98339843750000000000
61.733, 72.225, 5.98632812500000000000
73.366, 78.844, 6.78320312500000000000
62.29, 73.182, 6.18652343750000000000
71.663, 74.346, 6.55664062500000000000
76.736, 75.647, 6.06640625000000000000
