loading, validation, memory_usage
7.858, 11.206, 1.74316406250000000000
9.224, 10.053, 1.82617187500000000000
9.246, 15.108, 2.02441406250000000000
9.969, 10.716, 1.65820312500000000000
8.673, 10.671, 1.90722656250000000000
9.03, 10.449, 1.74902343750000000000
