loading, validation, memory_usage
8.492, 25.263, 3.21386718750000000000
8.384, 23.762, 3.05859375000000000000
9.183, 26.537, 2.78808593750000000000
9.645, 24.696, 3.03222656250000000000
9.095, 28.278, 2.96972656250000000000
7.826, 24.199, 3.12988281250000000000
