loading, validation, memory_usage
78.114, 166.311, 5.87988281250000000000
65.769, 150.478, 6.12011718750000000000
83.534, 143.458, 5.74023437500000000000
66.928, 146.833, 6.02441406250000000000
72.573, 145.886, 5.96679687500000000000
66.718, 149.001, 5.83593750000000000000
