loading, validation, memory_usage
78.58, 87.183, 6.20019531250000000000
70.405, 82.031, 5.77050781250000000000
78.223, 81.302, 6.15625000000000000000
78.744, 90.552, 5.99121093750000000000
66.582, 88.39, 6.59960937500000000000
65.504, 86.091, 6.18945312500000000000
