loading, validation, memory_usage
82.635, 27.952, 6.12890625000000000000
78.154, 21.532, 6.64648437500000000000
78.506, 23.886, 8.22265625000000000000
65.623, 19.858, 6.00000000000000000000
80.841, 22.42, 6.86132812500000000000
67.81, 20.923, 5.61718750000000000000
