loading, validation, memory_usage
399.215, 1171.716, 23.53515625000000000000
387.971, 1116.224, 24.36523437500000000000
337.015, 1159.275, 24.05273437500000000000
389.711, 1162.086, 23.86718750000000000000
332.022, 1141.158, 24.84375000000000000000
394.749, 1114.147, 23.49609375000000000000
